TckrSymb,SctySrs,TradDt,OpnPric,HghPric,LwPric,ClsPric,TtlTradgVol
LT,EQ,2026-01-23,3798.0,3799.4,3720.1,3743.8,1898703
RELIANCE,EQ,2026-01-23,1401.8,1407.0,1381.0,1386.1,9837802
SBIN,EQ,2026-01-23,1051.9,1053.0,1025.6,1029.5,10917698
TCS,EQ,2026-01-23,3190.3,3194.5,3152.0,3162.5,2068857
INFY,EQ,2026-01-26,18.25,18.700000762939453,18.229999542236328,18.549999237060547,5162400
ASIANPAINT,EQ,2026-01-27,2719.9,2734.7,2546.0,2622.8,3818761
HDFCBANK,EQ,2026-01-27,906.0,931.2,905.0,926.4,44753093
HINDUNILVR,EQ,2026-01-27,2412.0,2421.6,2380.5,2400.9,2060117
ICICIBANK,EQ,2026-01-27,1340.0,1369.1,1328.6,1361.4,25263634
INFY,EQ,2026-01-27,1685.8,1689.4,1661.1,1682.7,10673087
ITC,EQ,2026-01-27,323.6,324.7,317.85,318.65,47847784
LT,EQ,2026-01-27,3743.8,3815.0,3739.0,3787.8,2162193
RELIANCE,EQ,2026-01-27,1380.0,1391.6,1368.0,1380.5,26302396
SBIN,EQ,2026-01-27,1034.1,1055.0,1030.25,1053.15,14420630
TCS,EQ,2026-01-27,3175.0,3175.0,3130.0,3158.0,4279874
ASIANPAINT,EQ,2026-01-28,2535.0,2548.5,2451.0,2511.8,3430002
HDFCBANK,EQ,2026-01-28,932.5,941.45,928.4,932.7,35347138
HINDUNILVR,EQ,2026-01-28,2403.1,2420.2,2340.6,2378.4,1797593
ICICIBANK,EQ,2026-01-28,1362.6,1380.4,1362.6,1367.7,13242696
INFY,EQ,2026-01-28,1680.0,1688.8,1650.0,1666.5,8588664
ITC,EQ,2026-01-28,319.95,323.7,319.35,321.15,28400238
LT,EQ,2026-01-28,3804.3,3828.2,3769.1,3794.0,2111741
RELIANCE,EQ,2026-01-28,1385.0,1409.9,1384.9,1396.7,11121657
SBIN,EQ,2026-01-28,1059.4,1065.6,1044.15,1063.5,12171257
TCS,EQ,2026-01-28,3176.0,3205.2,3170.6,3200.1,2751234
ASIANPAINT,EQ,2026-01-29,2511.8,2514.9,2410.0,2416.0,3488159
HDFCBANK,EQ,2026-01-29,930.1,939.3,924.35,935.5,37175628
HINDUNILVR,EQ,2026-01-29,2370.5,2374.7,2312.0,2352.6,1478536
ICICIBANK,EQ,2026-01-29,1359.0,1387.7,1354.4,1383.6,23118234
INFY,EQ,2026-01-29,1658.0,1666.5,1642.1,1659.5,4749582
ITC,EQ,2026-01-29,322.6,322.6,318.05,318.6,17719420
LT,EQ,2026-01-29,3860.0,3960.9,3843.6,3932.9,4227139
RELIANCE,EQ,2026-01-29,1402.9,1402.9,1384.0,1391.0,20846683
SBIN,EQ,2026-01-29,1063.0,1075.0,1060.3,1066.2,14800724
TCS,EQ,2026-01-29,3200.1,3200.1,3125.6,3144.4,2457641
ASIANPAINT,EQ,2026-01-30,2417.0,2445.0,2400.5,2428.3,2048843
HDFCBANK,EQ,2026-01-30,930.0,938.9,927.75,929.25,29691233
HINDUNILVR,EQ,2026-01-30,2341.0,2385.0,2340.0,2373.0,2090462
ICICIBANK,EQ,2026-01-30,1368.2,1381.9,1353.2,1355.0,24013717
INFY,EQ,2026-01-30,1655.0,1655.0,1618.1,1641.0,9207926
ITC,EQ,2026-01-30,318.8,325.15,316.45,322.15,41975824
LT,EQ,2026-01-30,3902.5,3942.4,3891.8,3932.3,2208465
RELIANCE,EQ,2026-01-30,1382.6,1398.0,1378.5,1395.4,11239835
SBIN,EQ,2026-01-30,1064.0,1082.5,1060.4,1077.15,9480769
TCS,EQ,2026-01-30,3141.0,3141.0,3092.0,3123.9,3022068
ASIANPAINT,EQ,2026-02-02,2374.9,2429.5,2372.0,2402.0,1183482
HDFCBANK,EQ,2026-02-02,915.0,929.8,909.3,928.1,28032106
HINDUNILVR,EQ,2026-02-02,2356.1,2360.0,2303.0,2357.3,1375089
ICICIBANK,EQ,2026-02-02,1329.9,1354.4,1329.1,1352.8,12800245
INFY,EQ,2026-02-02,1662.0,1662.0,1618.0,1629.4,6784887
ITC,EQ,2026-02-02,309.45,315.4,302.0,314.7,35227572
LT,EQ,2026-02-02,3830.7,3934.8,3825.0,3921.3,3034613
RELIANCE,EQ,2026-02-02,1340.0,1392.9,1335.5,1390.4,15711165
SBIN,EQ,2026-02-02,1019.9,1031.3,990.0,1028.7,14434549
TCS,EQ,2026-02-02,3198.0,3198.0,3134.0,3169.6,2636272
ASIANPAINT,EQ,2026-02-03,2525.0,2525.0,2391.0,2426.0,2233860
HDFCBANK,EQ,2026-02-03,983.75,994.0,945.0,948.7,50336968
HINDUNILVR,EQ,2026-02-03,2390.0,2399.9,2343.3,2368.6,1553270
ICICIBANK,EQ,2026-02-03,1412.0,1417.0,1373.4,1389.7,24896698
INFY,EQ,2026-02-03,1727.2,1728.0,1653.0,1656.0,8805868
ITC,EQ,2026-02-03,321.2,324.75,311.6,316.65,33168353
LT,EQ,2026-02-03,4117.0,4122.0,4030.6,4038.8,3742190
RELIANCE,EQ,2026-02-03,1473.9,1489.5,1430.2,1437.1,25456171
SBIN,EQ,2026-02-03,1087.0,1089.8,1040.3,1064.2,16129381
TCS,EQ,2026-02-03,3350.0,3350.0,3186.3,3225.3,4366060
ASIANPAINT,EQ,2026-02-04,2430.0,2463.8,2417.1,2452.7,970973
HDFCBANK,EQ,2026-02-04,952.5,957.2,947.95,953.1,24366770
HINDUNILVR,EQ,2026-02-04,2360.6,2393.5,2356.8,2371.0,1232755
ICICIBANK,EQ,2026-02-04,1387.0,1414.0,1386.9,1408.4,11080683
INFY,EQ,2026-02-04,1574.0,1584.9,1510.1,1535.8,28828622
ITC,EQ,2026-02-04,312.5,314.95,311.35,313.85,11196759
LT,EQ,2026-02-04,4029.0,4107.0,4016.9,4087.1,1403373
RELIANCE,EQ,2026-02-04,1444.0,1464.0,1440.3,1456.8,8333387
SBIN,EQ,2026-02-04,1064.2,1073.9,1056.3,1068.2,7312276
TCS,EQ,2026-02-04,3120.0,3120.0,2986.0,2999.1,10852595
ASIANPAINT,EQ,2026-02-05,2445.0,2455.8,2402.6,2432.1,1047405
HDFCBANK,EQ,2026-02-05,956.0,956.05,946.7,949.7,28103169
HINDUNILVR,EQ,2026-02-05,2362.5,2423.0,2351.6,2354.4,1962066
ICICIBANK,EQ,2026-02-05,1414.0,1414.0,1393.2,1396.5,8982761
INFY,EQ,2026-02-05,1534.0,1551.0,1515.7,1520.2,10628127
ITC,EQ,2026-02-05,313.95,315.35,309.3,310.2,15816704
LT,EQ,2026-02-05,4088.0,4088.5,4035.9,4063.3,1433240
RELIANCE,EQ,2026-02-05,1457.0,1461.5,1439.5,1443.4,11763658
SBIN,EQ,2026-02-05,1068.2,1081.0,1067.5,1073.5,9551567
TCS,EQ,2026-02-05,2990.0,3029.7,2972.3,2991.5,3521545
ASIANPAINT,EQ,2026-02-06,2432.0,2444.0,2386.1,2401.1,1043982
HDFCBANK,EQ,2026-02-06,945.0,948.1,937.6,941.1,18120272
HINDUNILVR,EQ,2026-02-06,2354.4,2429.0,2337.5,2424.2,1421995
ICICIBANK,EQ,2026-02-06,1396.7,1410.5,1394.7,1406.1,10851190
INFY,EQ,2026-02-06,1522.1,1525.0,1480.0,1507.1,13900866
ITC,EQ,2026-02-06,310.0,327.7,308.3,325.8,68057745
LT,EQ,2026-02-06,4055.0,4078.0,4042.3,4068.1,1630836
RELIANCE,EQ,2026-02-06,1441.5,1452.8,1433.5,1450.8,8277304
SBIN,EQ,2026-02-06,1070.0,1073.6,1051.0,1066.4,7041557
TCS,EQ,2026-02-06,2976.6,2985.0,2916.0,2941.6,4687389
ASIANPAINT,EQ,2026-02-09,2404.0,2426.2,2396.8,2417.4,669839
HDFCBANK,EQ,2026-02-09,945.0,950.0,935.35,937.25,23947829
HINDUNILVR,EQ,2026-02-09,2425.0,2439.0,2402.0,2435.0,958484
ICICIBANK,EQ,2026-02-09,1413.5,1414.0,1388.8,1396.3,7889742
INFY,EQ,2026-02-09,1522.1,1528.0,1493.0,1497.2,8294615
ITC,EQ,2026-02-09,327.95,328.7,321.65,322.8,20059198
LT,EQ,2026-02-09,4073.9,4124.7,4062.4,4113.6,1830267
RELIANCE,EQ,2026-02-09,1458.0,1465.9,1453.0,1461.6,5775864
SBIN,EQ,2026-02-09,1120.0,1150.0,1100.5,1146.0,40852966
TCS,EQ,2026-02-09,2959.1,2977.0,2937.5,2948.2,2380318
ASIANPAINT,EQ,2026-02-10,2419.0,2420.0,2386.9,2393.6,1513620
HDFCBANK,EQ,2026-02-10,930.0,940.9,929.95,932.4,31525385
HINDUNILVR,EQ,2026-02-10,2435.0,2458.1,2430.1,2453.6,792532
ICICIBANK,EQ,2026-02-10,1401.0,1409.5,1395.5,1406.5,16497628
INFY,EQ,2026-02-10,1500.0,1515.9,1491.0,1497.8,8657000
ITC,EQ,2026-02-10,323.0,323.55,320.75,321.4,11489090
LT,EQ,2026-02-10,4140.0,4174.6,4122.4,4169.0,1890409
RELIANCE,EQ,2026-02-10,1471.0,1471.0,1452.2,1458.5,10259630
SBIN,EQ,2026-02-10,1151.0,1154.0,1138.1,1144.1,17280036
TCS,EQ,2026-02-10,2949.8,3011.6,2943.5,2984.6,3547763
ASIANPAINT,EQ,2026-02-11,2399.0,2405.7,2376.3,2392.5,3177710
HDFCBANK,EQ,2026-02-11,931.25,936.0,925.3,927.1,24869804
HINDUNILVR,EQ,2026-02-11,2460.0,2470.6,2447.0,2462.9,1137856
ICICIBANK,EQ,2026-02-11,1407.4,1413.0,1400.4,1406.1,8551341
INFY,EQ,2026-02-11,1501.2,1505.9,1469.0,1471.9,7934411
ITC,EQ,2026-02-11,321.95,322.2,316.3,318.25,24843366
LT,EQ,2026-02-11,4172.9,4187.7,4140.3,4170.4,1689489
RELIANCE,EQ,2026-02-11,1459.6,1470.0,1453.6,1468.7,7106877
SBIN,EQ,2026-02-11,1144.7,1187.5,1142.8,1182.9,29491859
TCS,EQ,2026-02-11,2980.0,2998.0,2904.2,2909.8,3363513
ASIANPAINT,EQ,2026-02-12,2398.0,2413.9,2377.0,2410.5,607767
HDFCBANK,EQ,2026-02-12,927.0,928.6,918.5,920.6,33872203
HINDUNILVR,EQ,2026-02-12,2475.0,2479.6,2350.1,2409.7,4656164
ICICIBANK,EQ,2026-02-12,1406.1,1433.0,1405.3,1430.0,19646265
INFY,EQ,2026-02-12,1428.9,1435.7,1380.5,1386.0,26048896
ITC,EQ,2026-02-12,317.3,320.4,316.9,317.45,13294561
LT,EQ,2026-02-12,4187.9,4199.0,4160.9,4185.9,2006458
RELIANCE,EQ,2026-02-12,1470.0,1473.0,1445.5,1448.9,11135399
SBIN,EQ,2026-02-12,1183.0,1203.7,1174.8,1192.4,33214985
TCS,EQ,2026-02-12,2869.8,2880.0,2740.0,2750.1,10612156
ASIANPAINT,EQ,2026-02-13,2408.9,2411.8,2360.1,2366.4,675635
HDFCBANK,EQ,2026-02-13,913.0,928.2,901.0,903.9,50188359
HINDUNILVR,EQ,2026-02-13,2400.0,2400.0,2300.3,2305.2,2791519
ICICIBANK,EQ,2026-02-13,1425.3,1434.4,1410.7,1414.6,12228083
INFY,EQ,2026-02-13,1293.9,1377.3,1281.5,1369.1,45785709
ITC,EQ,2026-02-13,316.0,318.4,313.25,313.75,8730618
LT,EQ,2026-02-13,4174.1,4199.0,4134.1,4173.9,2234376
RELIANCE,EQ,2026-02-13,1445.5,1450.7,1416.3,1419.6,10755693
SBIN,EQ,2026-02-13,1189.0,1201.0,1184.5,1198.6,18141390
TCS,EQ,2026-02-13,2585.0,2713.0,2585.0,2692.2,11168735
ASIANPAINT,EQ,2026-02-16,2360.0,2405.1,2356.8,2397.2,683108
HDFCBANK,EQ,2026-02-16,903.9,929.5,902.1,925.8,18806989
HINDUNILVR,EQ,2026-02-16,2308.1,2327.0,2288.1,2319.0,2036833
ICICIBANK,EQ,2026-02-16,1404.0,1414.0,1400.5,1411.6,5000042
INFY,EQ,2026-02-16,1373.7,1376.0,1338.3,1365.6,14621891
ITC,EQ,2026-02-16,313.75,318.25,313.15,317.95,11693763
LT,EQ,2026-02-16,4170.0,4206.0,4135.3,4201.5,852552
RELIANCE,EQ,2026-02-16,1420.1,1439.6,1409.3,1437.1,5896514
SBIN,EQ,2026-02-16,1194.0,1212.3,1185.3,1208.1,14972739
TCS,EQ,2026-02-16,2700.0,2719.8,2671.0,2706.6,2918730
ASIANPAINT,EQ,2026-02-17,2399.5,2452.4,2399.5,2437.4,1004356
HDFCBANK,EQ,2026-02-17,923.0,928.1,918.6,925.7,22599629
HINDUNILVR,EQ,2026-02-17,2309.3,2326.0,2303.4,2312.3,1233244
ICICIBANK,EQ,2026-02-17,1406.2,1413.6,1393.6,1407.5,11756187
INFY,EQ,2026-02-17,1370.0,1431.0,1367.0,1391.2,25347684
ITC,EQ,2026-02-17,318.45,328.05,318.15,325.45,39360672
LT,EQ,2026-02-17,4210.1,4287.0,4190.1,4279.8,1763048
RELIANCE,EQ,2026-02-17,1431.1,1431.8,1418.6,1423.0,10731630
SBIN,EQ,2026-02-17,1206.1,1225.5,1204.1,1213.4,20107196
TCS,EQ,2026-02-17,2716.0,2760.0,2695.2,2717.4,4209118
ASIANPAINT,EQ,2026-02-18,2440.0,2448.2,2416.5,2432.1,551809
HDFCBANK,EQ,2026-02-18,923.2,925.5,919.55,924.7,12738702
HINDUNILVR,EQ,2026-02-18,2312.6,2328.9,2306.0,2323.5,830787
ICICIBANK,EQ,2026-02-18,1410.1,1412.3,1398.9,1408.2,4758071
INFY,EQ,2026-02-18,1390.9,1401.0,1345.3,1373.7,20241373
ITC,EQ,2026-02-18,326.0,332.95,324.8,332.45,35473203
LT,EQ,2026-02-18,4290.5,4335.0,4261.1,4325.9,2042626
RELIANCE,EQ,2026-02-18,1427.0,1442.1,1419.2,1441.3,5521096
SBIN,EQ,2026-02-18,1218.8,1224.1,1214.0,1218.9,10417264
TCS,EQ,2026-02-18,2730.0,2730.0,2657.3,2694.9,2950820
ASIANPAINT,EQ,2026-02-19,2420.0,2428.0,2391.1,2400.8,971600
HDFCBANK,EQ,2026-02-19,929.0,929.2,912.45,915.6,21209234
HINDUNILVR,EQ,2026-02-19,2336.0,2337.4,2275.6,2279.3,940180
ICICIBANK,EQ,2026-02-19,1408.5,1412.3,1384.8,1388.8,14323091
INFY,EQ,2026-02-19,1385.0,1402.0,1363.2,1370.5,14574228
ITC,EQ,2026-02-19,334.05,334.25,325.0,326.0,19911747
LT,EQ,2026-02-19,4326.1,4334.0,4261.9,4280.5,2007080
RELIANCE,EQ,2026-02-19,1443.0,1443.0,1400.0,1409.5,11884664
SBIN,EQ,2026-02-19,1222.9,1224.9,1199.2,1205.7,9630899
TCS,EQ,2026-02-19,2708.0,2748.7,2666.6,2677.9,3238849
ASIANPAINT,EQ,2026-02-20,2378.2,2435.7,2376.1,2428.1,790329
HDFCBANK,EQ,2026-02-20,911.0,917.85,908.4,911.85,22654907
HINDUNILVR,EQ,2026-02-20,2285.0,2331.2,2278.3,2314.5,1716316
ICICIBANK,EQ,2026-02-20,1388.5,1403.7,1384.0,1394.5,10337877
INFY,EQ,2026-02-20,1359.2,1365.0,1338.2,1353.2,12633552
ITC,EQ,2026-02-20,325.05,327.85,325.05,327.0,11282027
LT,EQ,2026-02-20,4267.1,4390.0,4267.1,4380.6,2542442
RELIANCE,EQ,2026-02-20,1409.5,1427.4,1406.1,1419.4,8177670
SBIN,EQ,2026-02-20,1206.2,1218.0,1201.8,1216.1,9958162
TCS,EQ,2026-02-20,2667.0,2702.6,2647.5,2686.2,2293482
ASIANPAINT,EQ,2026-02-23,2424.7,2446.6,2411.5,2429.7,634365
HDFCBANK,EQ,2026-02-23,916.5,925.65,915.25,923.6,23270122
HINDUNILVR,EQ,2026-02-23,2325.0,2350.0,2320.8,2345.4,1300035
ICICIBANK,EQ,2026-02-23,1400.0,1408.3,1395.3,1399.4,10728445
INFY,EQ,2026-02-23,1352.0,1352.0,1318.0,1327.5,12887826
ITC,EQ,2026-02-23,327.0,328.1,324.4,325.4,13486092
LT,EQ,2026-02-23,4395.6,4431.6,4371.7,4418.1,2122782
RELIANCE,EQ,2026-02-23,1425.0,1434.9,1418.3,1428.0,7758856
SBIN,EQ,2026-02-23,1222.0,1231.1,1217.1,1227.8,9733835
TCS,EQ,2026-02-23,2686.0,2704.0,2660.2,2676.3,4699596
ASIANPAINT,EQ,2026-02-24,2413.0,2441.5,2403.7,2413.1,499660
HDFCBANK,EQ,2026-02-24,927.95,927.95,909.15,910.5,31313985
HINDUNILVR,EQ,2026-02-24,2331.1,2372.0,2330.3,2358.6,1544803
ICICIBANK,EQ,2026-02-24,1400.9,1400.9,1382.3,1384.8,18274784
INFY,EQ,2026-02-24,1301.0,1303.6,1264.1,1275.5,27839061
ITC,EQ,2026-02-24,324.0,325.4,322.05,323.5,13135859
LT,EQ,2026-02-24,4415.5,4440.0,4228.1,4259.2,3673070
RELIANCE,EQ,2026-02-24,1425.3,1433.3,1415.0,1428.8,12529409
SBIN,EQ,2026-02-24,1232.0,1234.7,1219.7,1223.3,15788449
TCS,EQ,2026-02-24,2641.0,2647.5,2561.3,2573.7,7798833
ASIANPAINT,EQ,2026-02-25,2416.0,2427.9,2400.0,2416.4,526764
HDFCBANK,EQ,2026-02-25,910.55,916.0,903.1,907.6,27884303
HINDUNILVR,EQ,2026-02-25,2368.9,2380.0,2349.0,2374.9,1158620
ICICIBANK,EQ,2026-02-25,1391.8,1407.4,1388.2,1400.5,16297015
INFY,EQ,2026-02-25,1286.2,1323.6,1286.2,1290.1,16669618
ITC,EQ,2026-02-25,325.5,326.6,318.1,319.75,13492101
LT,EQ,2026-02-25,4270.0,4344.9,4254.2,4298.5,2481469
RELIANCE,EQ,2026-02-25,1435.0,1440.5,1393.5,1398.5,10728792
SBIN,EQ,2026-02-25,1228.1,1228.1,1197.5,1200.1,19581100
TCS,EQ,2026-02-25,2596.0,2654.2,2595.0,2629.3,3621285
ASIANPAINT,EQ,2026-02-26,2416.1,2422.2,2382.0,2394.9,588742
HDFCBANK,EQ,2026-02-26,912.0,912.0,895.0,898.6,41165937
HINDUNILVR,EQ,2026-02-26,2378.0,2387.3,2355.2,2383.3,1470677
ICICIBANK,EQ,2026-02-26,1405.1,1410.0,1392.1,1404.9,27288792
INFY,EQ,2026-02-26,1305.5,1314.0,1286.3,1289.1,11493914
ITC,EQ,2026-02-26,320.0,321.4,317.6,318.3,11270119
LT,EQ,2026-02-26,4304.9,4340.0,4278.3,4286.5,2370148
RELIANCE,EQ,2026-02-26,1398.5,1412.9,1391.9,1406.8,16683858
SBIN,EQ,2026-02-26,1201.0,1215.4,1188.9,1209.5,16196052
TCS,EQ,2026-02-26,2650.0,2671.0,2635.0,2647.7,3464267
ASIANPAINT,EQ,2026-02-27,2385.0,2397.6,2359.0,2376.2,2531619
HDFCBANK,EQ,2026-02-27,898.6,898.95,885.0,887.75,34620755
HINDUNILVR,EQ,2026-02-27,2369.3,2378.9,2330.6,2338.1,3053227
ICICIBANK,EQ,2026-02-27,1400.0,1402.2,1376.7,1378.9,15096898
INFY,EQ,2026-02-27,1326.3,1335.0,1294.2,1300.1,23141724
ITC,EQ,2026-02-27,316.0,317.75,312.65,313.6,13892595
LT,EQ,2026-02-27,4288.9,4304.7,4254.4,4278.3,2357853
RELIANCE,EQ,2026-02-27,1398.0,1410.4,1388.1,1393.9,12031440
SBIN,EQ,2026-02-27,1207.0,1211.8,1198.6,1201.7,10700355
TCS,EQ,2026-02-27,2681.6,2688.6,2626.1,2637.4,5083717
ASIANPAINT,EQ,2026-03-02,2300.0,2337.9,2283.5,2307.1,2528308
HDFCBANK,EQ,2026-03-02,876.2,887.75,871.55,879.4,38378924
HINDUNILVR,EQ,2026-03-02,2303.0,2354.0,2290.2,2320.6,2273224
ICICIBANK,EQ,2026-03-02,1355.0,1379.2,1355.0,1374.0,16928683
INFY,EQ,2026-03-02,1291.0,1298.8,1273.0,1288.9,9700361
ITC,EQ,2026-03-02,307.0,315.75,307.0,314.9,22194311
LT,EQ,2026-03-02,4061.0,4141.4,3975.4,4066.7,6542141
RELIANCE,EQ,2026-03-02,1375.5,1378.6,1341.5,1358.0,23728722
SBIN,EQ,2026-03-02,1185.0,1197.3,1179.4,1189.9,16270835
TCS,EQ,2026-03-02,2592.0,2623.8,2580.3,2613.5,3374385
INFY,EQ,2026-03-03,13.850000381469727,14.289999961853027,13.84000015258789,14.220000267028809,11463100
ASIANPAINT,EQ,2026-03-04,2260.7,2290.9,2216.3,2285.2,1610358
HDFCBANK,EQ,2026-03-04,848.0,879.3,848.0,868.65,39862322
HINDUNILVR,EQ,2026-03-04,2292.9,2311.6,2252.1,2261.3,2648737
ICICIBANK,EQ,2026-03-04,1326.0,1376.0,1326.0,1365.4,20009132
INFY,EQ,2026-03-04,1292.0,1317.0,1292.0,1307.4,15154950
ITC,EQ,2026-03-04,310.6,315.5,310.5,311.95,24165489
LT,EQ,2026-03-04,3950.0,3959.0,3760.0,3882.6,7635350
RELIANCE,EQ,2026-03-04,1330.0,1352.8,1307.0,1345.0,32495007
SBIN,EQ,2026-03-04,1172.1,1182.7,1157.6,1174.5,13855065
TCS,EQ,2026-03-04,2625.0,2635.0,2580.4,2587.8,3446434
ASIANPAINT,EQ,2026-03-05,2285.2,2313.0,2253.7,2287.8,925040
HDFCBANK,EQ,2026-03-05,868.65,868.65,868.65,868.65,706962
HINDUNILVR,EQ,2026-03-05,2275.5,2277.8,2228.4,2255.0,1751288
ICICIBANK,EQ,2026-03-05,1368.9,1370.8,1347.6,1357.6,17590491
INFY,EQ,2026-03-05,1320.0,1320.0,1290.1,1305.8,10362147
ITC,EQ,2026-03-05,312.2,313.6,308.2,311.5,19938009
LT,EQ,2026-03-05,3924.2,4072.9,3908.9,4038.7,4996312
RELIANCE,EQ,2026-03-05,1353.1,1399.0,1353.1,1389.4,25957532
SBIN,EQ,2026-03-05,1181.0,1183.2,1150.6,1169.5,22100665
TCS,EQ,2026-03-05,2600.0,2609.5,2546.4,2578.8,2960636
ASIANPAINT,EQ,2026-03-06,2261.7,2307.9,2253.7,2279.5,979742
HDFCBANK,EQ,2026-03-06,868.05,871.7,855.1,857.05,34439647
HINDUNILVR,EQ,2026-03-06,2245.1,2250.0,2219.5,2225.7,1674258
ICICIBANK,EQ,2026-03-06,1339.0,1357.6,1310.4,1313.4,22778852
INFY,EQ,2026-03-06,1303.0,1327.2,1303.0,1308.4,8724291
ITC,EQ,2026-03-06,310.05,312.3,309.2,309.7,21288269
LT,EQ,2026-03-06,4015.0,4015.0,3941.0,3949.8,2379314
RELIANCE,EQ,2026-03-06,1396.5,1424.3,1390.3,1404.8,19311971
SBIN,EQ,2026-03-06,1168.5,1169.3,1138.0,1143.0,20333328
TCS,EQ,2026-03-06,2572.0,2619.2,2553.6,2557.6,3998643
ASIANPAINT,EQ,2026-03-09,2200.0,2230.0,2162.6,2220.8,2198153
HDFCBANK,EQ,2026-03-09,825.0,842.45,821.5,840.7,35592613
HINDUNILVR,EQ,2026-03-09,2199.0,2200.0,2170.4,2194.6,1512817
ICICIBANK,EQ,2026-03-09,1272.7,1282.7,1251.1,1278.4,16116652
INFY,EQ,2026-03-09,1290.0,1318.0,1282.5,1315.0,10068514
ITC,EQ,2026-03-09,305.0,307.2,303.6,306.0,14084931
LT,EQ,2026-03-09,3850.0,3852.0,3743.0,3842.1,4248784
RELIANCE,EQ,2026-03-09,1375.0,1429.4,1370.0,1424.0,24870822
SBIN,EQ,2026-03-09,1115.0,1115.0,1064.3,1098.5,24631198
TCS,EQ,2026-03-09,2530.0,2560.0,2505.0,2527.4,3653428
ASIANPAINT,EQ,2026-03-10,2251.6,2305.1,2251.6,2280.4,1192174
HDFCBANK,EQ,2026-03-10,850.05,856.8,840.6,849.45,52866024
HINDUNILVR,EQ,2026-03-10,2224.0,2224.0,2175.0,2190.2,1084986
ICICIBANK,EQ,2026-03-10,1287.6,1315.0,1285.6,1311.9,19136143
